"CUIinp" "Map_type" "CUIout" "ICDgn" "ICD" "GBD" "Pbs"
"1811" "C0443306" "manuel_jdz1" NA NA NA "0" NA
"182" "C0028259" "manuel_jdz1" NA NA NA "0" NA
"183" "C0037384" "manuel_jdz1" NA NA NA "0" NA
"185" "C0476273" "manuel_jdz1" NA NA NA "0" NA
"186" "C0520893" "manuel_jdz1" NA NA NA "0" NA
"187" "C0544885" "manuel_jdz1" NA NA NA "0" NA
"188" "C0005658" "manuel_jdz1" NA NA NA "0" NA
"189" "C0014591" "manuel_jdz1" NA NA NA "0" NA
"190" "C0015376" "manuel_jdz1" NA NA NA "0" NA
"1911" "C0022346" "manuel_jdz1" NA NA NA "0" NA
"192" "C0340861" "manuel_jdz1" NA NA NA "0" NA
"193" "C1265875" "manuel_jdz1" NA NA NA "0" NA
"194" "C0161479" "manuel_jdz1" NA NA NA "0" NA
"195" "C0026821" "manuel_jdz1" NA NA NA "0" NA
"196" "C0020175" "manuel_jdz1" NA NA NA "0" NA
"197" "C0151740" "manuel_jdz1" NA NA NA "0" NA
"198" "C0233629" "manuel_jdz1" NA NA NA "0" NA
"200" "C0426070" "manuel_jdz1" NA NA NA "0" NA
"2011" "C0004144" "manuel_jdz1" NA NA NA "0" NA
"202" "C0012833" "manuel_jdz1" NA NA NA "0" NA
"203" "C0009421" "manuel_jdz1" NA NA NA "0" NA
"204" "C0009938" "manuel_jdz1" NA NA NA "0" NA
"205" "C0162633" "manuel_jdz1" NA NA NA "0" NA
"206" "C0235063" "manuel_jdz1" NA NA NA "0" NA
"207" "C0243088" "manuel_jdz1" NA NA NA "0" NA
"208" "C0852694" "manuel_jdz1" NA NA NA "0" NA
"209" "C2936380" "manuel_jdz1" NA NA NA "0" NA
"2101" "C0234233" "manuel_jdz1" NA NA NA "0" NA
"212" "C0018944" "manuel_jdz1" NA NA NA "0" NA
"213" "C0037578" "manuel_jdz1" NA NA NA "0" NA
"214" "C0262627" "manuel_jdz1" NA NA NA "0" NA
"215" "C0546255" "manuel_jdz1" NA NA NA "0" NA
"216" "C3811884" "manuel_jdz1" NA NA NA "0" NA
"217" "C3812172" "manuel_jdz1" NA NA NA "0" NA
"218" "C0030200" "manuel_jdz1" NA NA NA "0" NA
"219" "C0233762" "manuel_jdz1" NA NA NA "0" NA
"220" "C0520905" "manuel_jdz1" NA NA NA "0" NA
"2211" "C0546256" "manuel_jdz1" NA NA NA "0" NA
"222" "C1260922" "manuel_jdz1" NA NA NA "0" NA
"223" "C1265601" "manuel_jdz1" NA NA NA "0" NA
"224" "C1705759" "manuel_jdz1" NA NA NA "0" NA
"225" "C1709246" "manuel_jdz1" NA NA NA "0" NA
"226" "C2004489" "manuel_jdz1" NA NA NA "0" NA
"227" "C1959609" "manuel_jdz1" NA NA NA "0" NA
"228" "C0001314" "manuel_jdz1" NA NA NA "0" NA
"229" "C0013687" "manuel_jdz1" NA NA NA "0" NA
"230" "C0410256" "manuel_jdz1" NA NA NA "0" NA
"2311" "C0866323" "manuel_jdz1" NA NA NA "0" NA
"232" "C1565249" "manuel_jdz1" NA NA NA "0" NA
"233" "C3489393" "manuel_jdz1" NA NA NA "0" NA
"234" "C0235394" "manuel_jdz1" NA NA NA "0" NA
"235" "C1533163" "manuel_jdz1" NA NA NA "0" NA
"236" "C0003794" "manuel_jdz1" NA NA NA "0" NA
"237" "C0008039" "manuel_jdz1" NA NA NA "0" NA
"238" "C0018520" "manuel_jdz1" NA NA NA "0" NA
"239" "C0684309" "manuel_jdz1" NA NA NA "0" NA
"2411" "C1705427" "manuel_jdz1" NA NA NA "0" NA
"242" "C1962948" "manuel_jdz1" NA NA NA "0" NA
"243" "C0001122" "manuel_jdz1" NA NA NA "0" NA
"245" "C0026771" "manuel_jdz1" NA NA NA "0" NA
"246" "C0221500" "manuel_jdz1" NA NA NA "0" NA
"247" "C0427149" "manuel_jdz1" NA NA NA "0" NA
"248" "C0740697" "manuel_jdz1" NA NA NA "0" NA
"249" "C0920269" "manuel_jdz1" NA NA NA "0" NA
"250" "C0016662" "manuel_jdz1" NA NA NA "0" NA
"2511" "C0001125" "manuel_jdz1" NA NA NA "0" NA
"252" "C0002690" "manuel_jdz1" NA NA NA "0" NA
"253" "C0008715" "manuel_jdz1" NA NA NA "0" NA
"254" "C0020505" "manuel_jdz1" NA NA NA "0" NA
"256" "C0236865" "manuel_jdz1" NA NA NA "0" NA
