"CUIinp" "Map_type" "CUIout" "ICDgn" "ICD" "GBD" "Pbs"
"C0282208.C0478147.25" "C0282208" "O" "C0478147" "R50-R69.9" "R69.5" NA "B0"
"C0282208.C0478147.26" "C0282208" "O" "C0478147" "R50-R69.9" "R69.6" NA "B0"
"C0282208.C0478147.27" "C0282208" "O" "C0478147" "R50-R69.9" "R69.7" NA "B0"
"C0282208.C0478147.28" "C0282208" "O" "C0478147" "R50-R69.9" "R69.8" NA "B0"
"C0282208.C0478147.29" "C0282208" "O" "C0478147" "R50-R69.9" "R69.9" NA "B0"
"C0282208.C0496137" "C0282208" "O" "C0496137" "T81.9" "T81.9" NA "B0"
"C0282208.C3263723" "C0282208" "O" "C3263723" "T14.9" "T14.9" NA "B0"
"C0544688.C0274335" "C0544688" "O" "C0274335" "T82.4" "T82.4" NA "B0"
"C0544688.C0477810.1" "C0544688" "O" "C0477810" "O08.9" "O08.9" 32 NA
"C0544688.C0477810.2" "C0544688" "O" "C0477810" "O08" "O08" 32 NA
"C0595950.C0035309" "C0595950" "O" "C0035309" "H35.9" "H35.9" NA "B1.1"
"C0595950.C0154822" "C0595950" "O" "C0154822" "H33.2" "H33.2" NA "B0"
"C0595950.C0154828" "C0595950" "O" "C0154828" "H33.4" "H33.4" NA "B0"
"C0595950.C0271055.1" "C0595950" "O" "C0271055" "H33.0" "H33.0" NA "B0"
"C0595950.C0271055.2" "C0595950" "O" "C0271055" "H33" "H33" NA "A0"
"C0595950.C0339440" "C0595950" "O" "C0339440" "H33.5" "H33.5" NA "B0"
"C0595950.C1320640" "C0595950" "O" "C1320640" "H35.4" "H35.4" NA "B1.1"
"C1112356.C0027651.1" "C1112356" "O" "C0027651" "C00-D48.9" "C00" 59 NA
"C1112356.C0027651.2" "C1112356" "O" "C0027651" "C00-D48.9" "C01" 59 NA
"C1112356.C0027651.3" "C1112356" "O" "C0027651" "C00-D48.9" "C02" 59 NA
"C1112356.C0027651.4" "C1112356" "O" "C0027651" "C00-D48.9" "C03" 59 NA
"C1112356.C0027651.5" "C1112356" "O" "C0027651" "C00-D48.9" "C04" 59 NA
"C1112356.C0027651.6" "C1112356" "O" "C0027651" "C00-D48.9" "C05" 59 NA
"C1112356.C0027651.7" "C1112356" "O" "C0027651" "C00-D48.9" "C06" 59 NA
"C1112356.C0027651.8" "C1112356" "O" "C0027651" "C00-D48.9" "C07" 59 NA
"C1112356.C0027651.9" "C1112356" "O" "C0027651" "C00-D48.9" "C08" 59 NA
"C1112356.C0027651.10" "C1112356" "O" "C0027651" "C00-D48.9" "C09" 61 NA
"C1112356.C0027651.11" "C1112356" "O" "C0027651" "C00-D48.9" "C10" 61 NA
"C1112356.C0027651.12" "C1112356" "O" "C0027651" "C00-D48.9" "C11" 60 NA
"C1112356.C0027651.13" "C1112356" "O" "C0027651" "C00-D48.9" "C12" 61 NA
"C1112356.C0027651.14" "C1112356" "O" "C0027651" "C00-D48.9" "C13" 61 NA
"C1112356.C0027651.15" "C1112356" "O" "C0027651" "C00-D48.9" "C14" NA "A0"
"C1112356.C0027651.16" "C1112356" "O" "C0027651" "C00-D48.9" "C15" 49 NA
"C1112356.C0027651.17" "C1112356" "O" "C0027651" "C00-D48.9" "C16" 50 NA
"C1112356.C0027651.18" "C1112356" "O" "C0027651" "C00-D48.9" "C17" NA "A0"
"C1112356.C0027651.19" "C1112356" "O" "C0027651" "C00-D48.9" "C18" 58 NA
"C1112356.C0027651.20" "C1112356" "O" "C0027651" "C00-D48.9" "C19" 58 NA
"C1112356.C0027651.21" "C1112356" "O" "C0027651" "C00-D48.9" "C20" 58 NA
"C1112356.C0027651.22" "C1112356" "O" "C0027651" "C00-D48.9" "C21" 58 NA
"C1112356.C0027651.23" "C1112356" "O" "C0027651" "C00-D48.9" "C22" 51 NA
"C1112356.C0027651.24" "C1112356" "O" "C0027651" "C00-D48.9" "C23" 62 NA
"C1112356.C0027651.25" "C1112356" "O" "C0027651" "C00-D48.9" "C24" 62 NA
"C1112356.C0027651.26" "C1112356" "O" "C0027651" "C00-D48.9" "C25" 63 NA
"C1112356.C0027651.27" "C1112356" "O" "C0027651" "C00-D48.9" "C26" NA "A0"
"C1112356.C0027651.28" "C1112356" "O" "C0027651" "C00-D48.9" "C27" NA "A0"
"C1112356.C0027651.29" "C1112356" "O" "C0027651" "C00-D48.9" "C28" NA "A0"
"C1112356.C0027651.30" "C1112356" "O" "C0027651" "C00-D48.9" "C29" NA "A0"
"C1112356.C0027651.31" "C1112356" "O" "C0027651" "C00-D48.9" "C30" NA "A0"
"C1112356.C0027651.32" "C1112356" "O" "C0027651" "C00-D48.9" "C31" NA "A0"
"C1112356.C0027651.33" "C1112356" "O" "C0027651" "C00-D48.9" "C32" 52 NA
"C1112356.C0027651.34" "C1112356" "O" "C0027651" "C00-D48.9" "C33" 53 NA
"C1112356.C0027651.35" "C1112356" "O" "C0027651" "C00-D48.9" "C34" 53 NA
"C1112356.C0027651.36" "C1112356" "O" "C0027651" "C00-D48.9" "C35" NA "A0"
"C1112356.C0027651.37" "C1112356" "O" "C0027651" "C00-D48.9" "C36" NA "A0"
"C1112356.C0027651.38" "C1112356" "O" "C0027651" "C00-D48.9" "C37" NA "A0"
"C1112356.C0027651.39" "C1112356" "O" "C0027651" "C00-D48.9" "C38" NA "A0"
"C1112356.C0027651.40" "C1112356" "O" "C0027651" "C00-D48.9" "C39" NA "A0"
"C1112356.C0027651.41" "C1112356" "O" "C0027651" "C00-D48.9" "C40" NA "A0"
"C1112356.C0027651.42" "C1112356" "O" "C0027651" "C00-D48.9" "C41" NA "A0"
"C1112356.C0027651.43" "C1112356" "O" "C0027651" "C00-D48.9" "C42" NA "A0"
"C1112356.C0027651.44" "C1112356" "O" "C0027651" "C00-D48.9" "C43" 64 NA
"C1112356.C0027651.45" "C1112356" "O" "C0027651" "C00-D48.9" "C44" 65 NA
"C1112356.C0027651.46" "C1112356" "O" "C0027651" "C00-D48.9" "C45" NA "A0"
"C1112356.C0027651.47" "C1112356" "O" "C0027651" "C00-D48.9" "C46" 2 NA
"C1112356.C0027651.48" "C1112356" "O" "C0027651" "C00-D48.9" "C47" NA "A0"
"C1112356.C0027651.49" "C1112356" "O" "C0027651" "C00-D48.9" "C48" NA "A0"
"C1112356.C0027651.50" "C1112356" "O" "C0027651" "C00-D48.9" "C49" NA "A0"
"C1112356.C0027651.51" "C1112356" "O" "C0027651" "C00-D48.9" "C50" 54 NA
"C1112356.C0027651.52" "C1112356" "O" "C0027651" "C00-D48.9" "C51" NA "A0"
"C1112356.C0027651.53" "C1112356" "O" "C0027651" "C00-D48.9" "C52" NA "A0"
"C1112356.C0027651.54" "C1112356" "O" "C0027651" "C00-D48.9" "C53" 55 NA
"C1112356.C0027651.55" "C1112356" "O" "C0027651" "C00-D48.9" "C54" 56 NA
"C1112356.C0027651.56" "C1112356" "O" "C0027651" "C00-D48.9" "C55" NA "A0"
"C1112356.C0027651.57" "C1112356" "O" "C0027651" "C00-D48.9" "C56" 66 NA
"C1112356.C0027651.58" "C1112356" "O" "C0027651" "C00-D48.9" "C57" NA "A0"
"C1112356.C0027651.59" "C1112356" "O" "C0027651" "C00-D48.9" "C58" NA "A0"
"C1112356.C0027651.60" "C1112356" "O" "C0027651" "C00-D48.9" "C59" NA "A0"
"C1112356.C0027651.61" "C1112356" "O" "C0027651" "C00-D48.9" "C60" NA "A0"
"C1112356.C0027651.62" "C1112356" "O" "C0027651" "C00-D48.9" "C61" 57 NA
"C1112356.C0027651.63" "C1112356" "O" "C0027651" "C00-D48.9" "C62" 67 NA
"C1112356.C0027651.64" "C1112356" "O" "C0027651" "C00-D48.9" "C63" NA "A0"
"C1112356.C0027651.65" "C1112356" "O" "C0027651" "C00-D48.9" "C64" 68 NA
"C1112356.C0027651.66" "C1112356" "O" "C0027651" "C00-D48.9" "C65" 68 NA
"C1112356.C0027651.67" "C1112356" "O" "C0027651" "C00-D48.9" "C66" 68 NA
"C1112356.C0027651.68" "C1112356" "O" "C0027651" "C00-D48.9" "C67" 69 NA
"C1112356.C0027651.69" "C1112356" "O" "C0027651" "C00-D48.9" "C68" NA "A0"
"C1112356.C0027651.70" "C1112356" "O" "C0027651" "C00-D48.9" "C69" NA "A0"
"C1112356.C0027651.71" "C1112356" "O" "C0027651" "C00-D48.9" "C70" 70 NA
"C1112356.C0027651.72" "C1112356" "O" "C0027651" "C00-D48.9" "C71" 70 NA
"C1112356.C0027651.73" "C1112356" "O" "C0027651" "C00-D48.9" "C72" 70 NA
"C1112356.C0027651.74" "C1112356" "O" "C0027651" "C00-D48.9" "C73" 71 NA
"C1112356.C0027651.75" "C1112356" "O" "C0027651" "C00-D48.9" "C74" NA "A0"
"C1112356.C0027651.76" "C1112356" "O" "C0027651" "C00-D48.9" "C75" NA "A0"
"C1112356.C0027651.77" "C1112356" "O" "C0027651" "C00-D48.9" "C76" NA "A0"
"C1112356.C0027651.78" "C1112356" "O" "C0027651" "C00-D48.9" "C77" NA "A0"
"C1112356.C0027651.79" "C1112356" "O" "C0027651" "C00-D48.9" "C78" NA "A0"
"C1112356.C0027651.80" "C1112356" "O" "C0027651" "C00-D48.9" "C79" NA "A0"
"C1112356.C0027651.81" "C1112356" "O" "C0027651" "C00-D48.9" "C80" NA "A0"
"C1112356.C0027651.82" "C1112356" "O" "C0027651" "C00-D48.9" "C81" 72 NA
"C1112356.C0027651.83" "C1112356" "O" "C0027651" "C00-D48.9" "C82" 73 NA
"C1112356.C0027651.84" "C1112356" "O" "C0027651" "C00-D48.9" "C83" 73 NA
"C1112356.C0027651.85" "C1112356" "O" "C0027651" "C00-D48.9" "C84" 73 NA
"C1112356.C0027651.86" "C1112356" "O" "C0027651" "C00-D48.9" "C85" 73 NA
"C1112356.C0027651.87" "C1112356" "O" "C0027651" "C00-D48.9" "C86" NA "A0"
"C1112356.C0027651.88" "C1112356" "O" "C0027651" "C00-D48.9" "C87" NA "A0"
"C1112356.C0027651.89" "C1112356" "O" "C0027651" "C00-D48.9" "C88" 74 NA
"C1112356.C0027651.90" "C1112356" "O" "C0027651" "C00-D48.9" "C89" 74 NA
"C1112356.C0027651.91" "C1112356" "O" "C0027651" "C00-D48.9" "C90" 74 NA
"C1112356.C0027651.92" "C1112356" "O" "C0027651" "C00-D48.9" "C91" 75 NA
"C1112356.C0027651.93" "C1112356" "O" "C0027651" "C00-D48.9" "C92" 75 NA
"C1112356.C0027651.94" "C1112356" "O" "C0027651" "C00-D48.9" "C93" 75 NA
"C1112356.C0027651.95" "C1112356" "O" "C0027651" "C00-D48.9" "C94" 75 NA
"C1112356.C0027651.96" "C1112356" "O" "C0027651" "C00-D48.9" "C95" 75 NA
"C1112356.C0027651.97" "C1112356" "O" "C0027651" "C00-D48.9" "C96" 73 NA
"C1112356.C0027651.98" "C1112356" "O" "C0027651" "C00-D48.9" "C97" NA "A0"
"C1112356.C0027651.99" "C1112356" "O" "C0027651" "C00-D48.9" "C98" NA "A0"
"C1112356.C0027651.100" "C1112356" "O" "C0027651" "C00-D48.9" "C99" NA "A0"
"C1112356.C0027651.101" "C1112356" "O" "C0027651" "C00-D48.9" "D00" NA "A2"
"C1112356.C0027651.102" "C1112356" "O" "C0027651" "C00-D48.9" "D01" NA "A2"
"C1112356.C0027651.103" "C1112356" "O" "C0027651" "C00-D48.9" "D02" NA "A2"
"C1112356.C0027651.104" "C1112356" "O" "C0027651" "C00-D48.9" "D03" 64 NA
"C1112356.C0027651.105" "C1112356" "O" "C0027651" "C00-D48.9" "D04" 65 NA
"C1112356.C0027651.106" "C1112356" "O" "C0027651" "C00-D48.9" "D05" 54 NA
"C1112356.C0027651.107" "C1112356" "O" "C0027651" "C00-D48.9" "D06" 55 NA
"C1112356.C0027651.108" "C1112356" "O" "C0027651" "C00-D48.9" "D07" NA "A2"
"C1112356.C0027651.109" "C1112356" "O" "C0027651" "C00-D48.9" "D08" NA "A0"
"C1112356.C0027651.110" "C1112356" "O" "C0027651" "C00-D48.9" "D09" NA "Pinf1"
"C1112356.C0027651.111" "C1112356" "O" "C0027651" "C00-D48.9" "D10" NA "A0"
"C1112356.C0027651.112" "C1112356" "O" "C0027651" "C00-D48.9" "D11" NA "A0"
"C1112356.C0027651.113" "C1112356" "O" "C0027651" "C00-D48.9" "D12" NA "A0"
"C1112356.C0027651.114" "C1112356" "O" "C0027651" "C00-D48.9" "D13" NA "A0"
"C1112356.C0027651.115" "C1112356" "O" "C0027651" "C00-D48.9" "D14" NA "A0"
"C1112356.C0027651.116" "C1112356" "O" "C0027651" "C00-D48.9" "D15" NA "A0"
"C1112356.C0027651.117" "C1112356" "O" "C0027651" "C00-D48.9" "D16" NA "A0"
"C1112356.C0027651.118" "C1112356" "O" "C0027651" "C00-D48.9" "D17" NA "A0"
"C1112356.C0027651.119" "C1112356" "O" "C0027651" "C00-D48.9" "D18" NA "A0"
"C1112356.C0027651.120" "C1112356" "O" "C0027651" "C00-D48.9" "D19" NA "A0"
"C1112356.C0027651.121" "C1112356" "O" "C0027651" "C00-D48.9" "D20" NA "A0"
"C1112356.C0027651.122" "C1112356" "O" "C0027651" "C00-D48.9" "D21" NA "A0"
"C1112356.C0027651.123" "C1112356" "O" "C0027651" "C00-D48.9" "D22" NA "A0"
"C1112356.C0027651.124" "C1112356" "O" "C0027651" "C00-D48.9" "D23" NA "A0"
"C1112356.C0027651.125" "C1112356" "O" "C0027651" "C00-D48.9" "D24" NA "A0"
"C1112356.C0027651.126" "C1112356" "O" "C0027651" "C00-D48.9" "D25" 125 NA
"C1112356.C0027651.127" "C1112356" "O" "C0027651" "C00-D48.9" "D26" NA "A0"
"C1112356.C0027651.128" "C1112356" "O" "C0027651" "C00-D48.9" "D27" NA "A0"
"C1112356.C0027651.129" "C1112356" "O" "C0027651" "C00-D48.9" "D28" NA "A0"
"C1112356.C0027651.130" "C1112356" "O" "C0027651" "C00-D48.9" "D29" NA "A0"
"C1112356.C0027651.131" "C1112356" "O" "C0027651" "C00-D48.9" "D30" NA "A0"
"C1112356.C0027651.132" "C1112356" "O" "C0027651" "C00-D48.9" "D31" NA "A0"
"C1112356.C0027651.133" "C1112356" "O" "C0027651" "C00-D48.9" "D32" NA "A0"
"C1112356.C0027651.134" "C1112356" "O" "C0027651" "C00-D48.9" "D33" NA "A0"
"C1112356.C0027651.135" "C1112356" "O" "C0027651" "C00-D48.9" "D34" NA "A0"
"C1112356.C0027651.136" "C1112356" "O" "C0027651" "C00-D48.9" "D35" NA "A0"
"C1112356.C0027651.137" "C1112356" "O" "C0027651" "C00-D48.9" "D36" NA "A0"
"C1112356.C0027651.138" "C1112356" "O" "C0027651" "C00-D48.9" "D37" NA "A2"
"C1112356.C0027651.139" "C1112356" "O" "C0027651" "C00-D48.9" "D38" NA "A2"
"C1112356.C0027651.140" "C1112356" "O" "C0027651" "C00-D48.9" "D39" NA "A2"
"C1112356.C0027651.141" "C1112356" "O" "C0027651" "C00-D48.9" "D40" NA "A2"
"C1112356.C0027651.142" "C1112356" "O" "C0027651" "C00-D48.9" "D41" NA "A2"
"C1112356.C0027651.143" "C1112356" "O" "C0027651" "C00-D48.9" "D42" 70 NA
"C1112356.C0027651.144" "C1112356" "O" "C0027651" "C00-D48.9" "D43" 70 NA
"C1112356.C0027651.145" "C1112356" "O" "C0027651" "C00-D48.9" "D44" NA "A2"
"C1112356.C0027651.146" "C1112356" "O" "C0027651" "C00-D48.9" "D45" NA "A0"
"C1112356.C0027651.147" "C1112356" "O" "C0027651" "C00-D48.9" "D46" NA "A0"
"C1112356.C0027651.148" "C1112356" "O" "C0027651" "C00-D48.9" "D47" NA "A0"
"C1112356.C0027651.149" "C1112356" "O" "C0027651" "C00-D48.9" "D48.0" NA "B2.1"
"C1112356.C0027651.150" "C1112356" "O" "C0027651" "C00-D48.9" "D48.1" NA "B2.1"
"C1112356.C0027651.151" "C1112356" "O" "C0027651" "C00-D48.9" "D48.2" NA "B2.1"
"C1112356.C0027651.152" "C1112356" "O" "C0027651" "C00-D48.9" "D48.3" NA "B2.1"
"C1112356.C0027651.153" "C1112356" "O" "C0027651" "C00-D48.9" "D48.4" NA "B2.1"
"C1112356.C0027651.154" "C1112356" "O" "C0027651" "C00-D48.9" "D48.5" 64 NA
"C1112356.C0027651.155" "C1112356" "O" "C0027651" "C00-D48.9" "D48.6" 54 NA
"C1112356.C0027651.156" "C1112356" "O" "C0027651" "C00-D48.9" "D48.7" NA "B2.1"
"C1112356.C0027651.157" "C1112356" "O" "C0027651" "C00-D48.9" "D48.8" NA "B2.1"
"C1112356.C0027651.158" "C1112356" "O" "C0027651" "C00-D48.9" "D48.9" NA "B2.1"
"C1112356.C0154103" "C1112356" "O" "C0154103" "D38.1" "D38.1" 53 NA
"C1142264.C0348668.1" "C1142264" "O" "C0348668" "I95-I99.9" "I95" NA "A0"
"C1142264.C0348668.2" "C1142264" "O" "C0348668" "I95-I99.9" "I96" NA "A0"
"C1142264.C0348668.3" "C1142264" "O" "C0348668" "I95-I99.9" "I97" NA "A0"
"C1142264.C0348668.4" "C1142264" "O" "C0348668" "I95-I99.9" "I98" NA "A0"
"C1142264.C0348668.5" "C1142264" "O" "C0348668" "I95-I99.9" "I99.0" NA "B0"
"C1142264.C0348668.6" "C1142264" "O" "C0348668" "I95-I99.9" "I99.1" NA "B0"
"C1142264.C0348668.7" "C1142264" "O" "C0348668" "I95-I99.9" "I99.2" NA "B0"
"C1142264.C0348668.8" "C1142264" "O" "C0348668" "I95-I99.9" "I99.3" NA "B0"
"C1142264.C0348668.9" "C1142264" "O" "C0348668" "I95-I99.9" "I99.4" NA "B0"
"C1142264.C0348668.10" "C1142264" "O" "C0348668" "I95-I99.9" "I99.5" NA "B0"
"C1142264.C0348668.11" "C1142264" "O" "C0348668" "I95-I99.9" "I99.6" NA "B0"
"C1142264.C0348668.12" "C1142264" "O" "C0348668" "I95-I99.9" "I99.7" NA "B0"
"C1142264.C0348668.13" "C1142264" "O" "C0348668" "I95-I99.9" "I99.8" NA "B0"
"C1142264.C0348668.14" "C1142264" "O" "C0348668" "I95-I99.9" "I99.9" NA "B0"
"C1142264.C0348668.15" "C1142264" "O" "C0348668" "I99" "I99" NA "A0"
"C1142264.C0728936.1" "C1142264" "O" "C0728936" "I00-I99.9" "I00" NA "A0"
"C1142264.C0728936.2" "C1142264" "O" "C0728936" "I00-I99.9" "I01" 76 NA
"C1142264.C0728936.3" "C1142264" "O" "C0728936" "I00-I99.9" "I02" NA "Pinf1"
"C1142264.C0728936.4" "C1142264" "O" "C0728936" "I00-I99.9" "I03" NA "A0"
"C1142264.C0728936.5" "C1142264" "O" "C0728936" "I00-I99.9" "I04" NA "A0"
"C1142264.C0728936.6" "C1142264" "O" "C0728936" "I00-I99.9" "I05" 76 NA
"C1142264.C0728936.7" "C1142264" "O" "C0728936" "I00-I99.9" "I06" 76 NA
"C1142264.C0728936.8" "C1142264" "O" "C0728936" "I00-I99.9" "I07" 76 NA
"C1142264.C0728936.9" "C1142264" "O" "C0728936" "I00-I99.9" "I08" 76 NA
"C1142264.C0728936.10" "C1142264" "O" "C0728936" "I00-I99.9" "I09" 76 NA
"C1142264.C0728936.11" "C1142264" "O" "C0728936" "I00-I99.9" "I10" NA "A0"
"C1142264.C0728936.12" "C1142264" "O" "C0728936" "I00-I99.9" "I11" 79 NA
"C1142264.C0728936.13" "C1142264" "O" "C0728936" "I00-I99.9" "I12" 120 NA
"C1142264.C0728936.14" "C1142264" "O" "C0728936" "I00-I99.9" "I13" 120 NA
"C1142264.C0728936.15" "C1142264" "O" "C0728936" "I00-I99.9" "I14" NA "A0"
"C1142264.C0728936.16" "C1142264" "O" "C0728936" "I00-I99.9" "I15" NA "A0"
"C1142264.C0728936.17" "C1142264" "O" "C0728936" "I00-I99.9" "I16" NA "A0"
"C1142264.C0728936.18" "C1142264" "O" "C0728936" "I00-I99.9" "I17" NA "A0"
"C1142264.C0728936.19" "C1142264" "O" "C0728936" "I00-I99.9" "I18" NA "A0"
"C1142264.C0728936.20" "C1142264" "O" "C0728936" "I00-I99.9" "I19" NA "A0"
"C1142264.C0728936.21" "C1142264" "O" "C0728936" "I00-I99.9" "I20" 77 NA
"C1142264.C0728936.22" "C1142264" "O" "C0728936" "I00-I99.9" "I21" 77 NA
"C1142264.C0728936.23" "C1142264" "O" "C0728936" "I00-I99.9" "I22" 77 NA
"C1142264.C0728936.24" "C1142264" "O" "C0728936" "I00-I99.9" "I23" 77 NA
"C1142264.C0728936.25" "C1142264" "O" "C0728936" "I00-I99.9" "I24" 77 NA
"C1142264.C0728936.26" "C1142264" "O" "C0728936" "I00-I99.9" "I25" 77 NA
"C1142264.C0728936.27" "C1142264" "O" "C0728936" "I00-I99.9" "I26" NA "A0"
"C1142264.C0728936.28" "C1142264" "O" "C0728936" "I00-I99.9" "I27" NA "A0"
"C1142264.C0728936.29" "C1142264" "O" "C0728936" "I00-I99.9" "I28" NA "A0"
"C1142264.C0728936.30" "C1142264" "O" "C0728936" "I00-I99.9" "I29" NA "A0"
"C1142264.C0728936.31" "C1142264" "O" "C0728936" "I00-I99.9" "I30" NA "A0"
"C1142264.C0728936.32" "C1142264" "O" "C0728936" "I00-I99.9" "I31" NA "A0"
"C1142264.C0728936.33" "C1142264" "O" "C0728936" "I00-I99.9" "I32" NA "A0"
"C1142264.C0728936.34" "C1142264" "O" "C0728936" "I00-I99.9" "I33" 84 NA
"C1142264.C0728936.35" "C1142264" "O" "C0728936" "I00-I99.9" "I34" NA "A0"
"C1142264.C0728936.36" "C1142264" "O" "C0728936" "I00-I99.9" "I35" NA "A0"
"C1142264.C0728936.37" "C1142264" "O" "C0728936" "I00-I99.9" "I36" NA "A0"
"C1142264.C0728936.38" "C1142264" "O" "C0728936" "I00-I99.9" "I37" NA "A0"
"C1142264.C0728936.39" "C1142264" "O" "C0728936" "I00-I99.9" "I38" NA "A0"
"C1142264.C0728936.40" "C1142264" "O" "C0728936" "I00-I99.9" "I39" NA "A0"
"C1142264.C0728936.41" "C1142264" "O" "C0728936" "I00-I99.9" "I40" 80 NA
"C1142264.C0728936.42" "C1142264" "O" "C0728936" "I00-I99.9" "I41" NA "A0"
"C1142264.C0728936.43" "C1142264" "O" "C0728936" "I00-I99.9" "I42" 80 NA
"C1142264.C0728936.44" "C1142264" "O" "C0728936" "I00-I99.9" "I43" NA "A0"
"C1142264.C0728936.45" "C1142264" "O" "C0728936" "I00-I99.9" "I44" NA "A0"
"C1142264.C0728936.46" "C1142264" "O" "C0728936" "I00-I99.9" "I45" NA "A0"
"C1142264.C0728936.47" "C1142264" "O" "C0728936" "I00-I99.9" "I46" NA "A0"
"C1142264.C0728936.48" "C1142264" "O" "C0728936" "I00-I99.9" "I47" NA "A0"
"C1142264.C0728936.49" "C1142264" "O" "C0728936" "I00-I99.9" "I48" 81 NA
"C1142264.C0728936.50" "C1142264" "O" "C0728936" "I00-I99.9" "I49" NA "A0"
"C1142264.C0728936.51" "C1142264" "O" "C0728936" "I00-I99.9" "I50" NA "A0"
"C1142264.C0728936.52" "C1142264" "O" "C0728936" "I00-I99.9" "I51" NA "A0"
"C1142264.C0728936.53" "C1142264" "O" "C0728936" "I00-I99.9" "I52" NA "A0"
"C1142264.C0728936.54" "C1142264" "O" "C0728936" "I00-I99.9" "I53" NA "A0"
"C1142264.C0728936.55" "C1142264" "O" "C0728936" "I00-I99.9" "I54" NA "A0"
"C1142264.C0728936.56" "C1142264" "O" "C0728936" "I00-I99.9" "I55" NA "A0"
"C1142264.C0728936.57" "C1142264" "O" "C0728936" "I00-I99.9" "I56" NA "A0"
"C1142264.C0728936.58" "C1142264" "O" "C0728936" "I00-I99.9" "I57" NA "A0"
"C1142264.C0728936.59" "C1142264" "O" "C0728936" "I00-I99.9" "I58" NA "A0"
"C1142264.C0728936.60" "C1142264" "O" "C0728936" "I00-I99.9" "I59" NA "A0"
"C1142264.C0728936.61" "C1142264" "O" "C0728936" "I00-I99.9" "I60" 78 NA
