"CUIinp" "Map_type" "CUIout" "ICDgn" "ICD" "GBD" "Pbs"
"C1711391.C0027651.46" "C1711391" "G/P" "C0027651" "C00-D48.9" "C45" NA "A0"
"C1711391.C0027651.47" "C1711391" "G/P" "C0027651" "C00-D48.9" "C46" 2 NA
"C1711391.C0027651.48" "C1711391" "G/P" "C0027651" "C00-D48.9" "C47" NA "A0"
"C1711391.C0027651.49" "C1711391" "G/P" "C0027651" "C00-D48.9" "C48" NA "A0"
"C1711391.C0027651.50" "C1711391" "G/P" "C0027651" "C00-D48.9" "C49" NA "A0"
"C1711391.C0027651.51" "C1711391" "G/P" "C0027651" "C00-D48.9" "C50" 54 NA
"C1711391.C0027651.52" "C1711391" "G/P" "C0027651" "C00-D48.9" "C51" NA "A0"
"C1711391.C0027651.53" "C1711391" "G/P" "C0027651" "C00-D48.9" "C52" NA "A0"
"C1711391.C0027651.54" "C1711391" "G/P" "C0027651" "C00-D48.9" "C53" 55 NA
"C1711391.C0027651.55" "C1711391" "G/P" "C0027651" "C00-D48.9" "C54" 56 NA
"C1711391.C0027651.56" "C1711391" "G/P" "C0027651" "C00-D48.9" "C55" NA "A0"
"C1711391.C0027651.57" "C1711391" "G/P" "C0027651" "C00-D48.9" "C56" 66 NA
"C1711391.C0027651.58" "C1711391" "G/P" "C0027651" "C00-D48.9" "C57" NA "A0"
"C1711391.C0027651.59" "C1711391" "G/P" "C0027651" "C00-D48.9" "C58" NA "A0"
"C1711391.C0027651.60" "C1711391" "G/P" "C0027651" "C00-D48.9" "C59" NA "A0"
"C1711391.C0027651.61" "C1711391" "G/P" "C0027651" "C00-D48.9" "C60" NA "A0"
"C1711391.C0027651.62" "C1711391" "G/P" "C0027651" "C00-D48.9" "C61" 57 NA
"C1711391.C0027651.63" "C1711391" "G/P" "C0027651" "C00-D48.9" "C62" 67 NA
"C1711391.C0027651.64" "C1711391" "G/P" "C0027651" "C00-D48.9" "C63" NA "A0"
"C1711391.C0027651.65" "C1711391" "G/P" "C0027651" "C00-D48.9" "C64" 68 NA
"C1711391.C0027651.66" "C1711391" "G/P" "C0027651" "C00-D48.9" "C65" 68 NA
"C1711391.C0027651.67" "C1711391" "G/P" "C0027651" "C00-D48.9" "C66" 68 NA
"C1711391.C0027651.68" "C1711391" "G/P" "C0027651" "C00-D48.9" "C67" 69 NA
"C1711391.C0027651.69" "C1711391" "G/P" "C0027651" "C00-D48.9" "C68" NA "A0"
"C1711391.C0027651.70" "C1711391" "G/P" "C0027651" "C00-D48.9" "C69" NA "A0"
"C1711391.C0027651.71" "C1711391" "G/P" "C0027651" "C00-D48.9" "C70" 70 NA
"C1711391.C0027651.72" "C1711391" "G/P" "C0027651" "C00-D48.9" "C71" 70 NA
"C1711391.C0027651.73" "C1711391" "G/P" "C0027651" "C00-D48.9" "C72" 70 NA
"C1711391.C0027651.74" "C1711391" "G/P" "C0027651" "C00-D48.9" "C73" 71 NA
"C1711391.C0027651.75" "C1711391" "G/P" "C0027651" "C00-D48.9" "C74" NA "A0"
"C1711391.C0027651.76" "C1711391" "G/P" "C0027651" "C00-D48.9" "C75" NA "A0"
"C1711391.C0027651.77" "C1711391" "G/P" "C0027651" "C00-D48.9" "C76" NA "A0"
"C1711391.C0027651.78" "C1711391" "G/P" "C0027651" "C00-D48.9" "C77" NA "A0"
"C1711391.C0027651.79" "C1711391" "G/P" "C0027651" "C00-D48.9" "C78" NA "A0"
"C1711391.C0027651.80" "C1711391" "G/P" "C0027651" "C00-D48.9" "C79" NA "A0"
"C1711391.C0027651.81" "C1711391" "G/P" "C0027651" "C00-D48.9" "C80" NA "A0"
"C1711391.C0027651.82" "C1711391" "G/P" "C0027651" "C00-D48.9" "C81" 72 NA
"C1711391.C0027651.83" "C1711391" "G/P" "C0027651" "C00-D48.9" "C82" 73 NA
"C1711391.C0027651.84" "C1711391" "G/P" "C0027651" "C00-D48.9" "C83" 73 NA
"C1711391.C0027651.85" "C1711391" "G/P" "C0027651" "C00-D48.9" "C84" 73 NA
"C1711391.C0027651.86" "C1711391" "G/P" "C0027651" "C00-D48.9" "C85" 73 NA
"C1711391.C0027651.87" "C1711391" "G/P" "C0027651" "C00-D48.9" "C86" NA "A0"
"C1711391.C0027651.88" "C1711391" "G/P" "C0027651" "C00-D48.9" "C87" NA "A0"
"C1711391.C0027651.89" "C1711391" "G/P" "C0027651" "C00-D48.9" "C88" 74 NA
"C1711391.C0027651.90" "C1711391" "G/P" "C0027651" "C00-D48.9" "C89" 74 NA
"C1711391.C0027651.91" "C1711391" "G/P" "C0027651" "C00-D48.9" "C90" 74 NA
"C1711391.C0027651.92" "C1711391" "G/P" "C0027651" "C00-D48.9" "C91" 75 NA
"C1711391.C0027651.93" "C1711391" "G/P" "C0027651" "C00-D48.9" "C92" 75 NA
"C1711391.C0027651.94" "C1711391" "G/P" "C0027651" "C00-D48.9" "C93" 75 NA
"C1711391.C0027651.95" "C1711391" "G/P" "C0027651" "C00-D48.9" "C94" 75 NA
"C1711391.C0027651.96" "C1711391" "G/P" "C0027651" "C00-D48.9" "C95" 75 NA
"C1711391.C0027651.97" "C1711391" "G/P" "C0027651" "C00-D48.9" "C96" 73 NA
"C1711391.C0027651.98" "C1711391" "G/P" "C0027651" "C00-D48.9" "C97" NA "A0"
"C1711391.C0027651.99" "C1711391" "G/P" "C0027651" "C00-D48.9" "C98" NA "A0"
"C1711391.C0027651.100" "C1711391" "G/P" "C0027651" "C00-D48.9" "C99" NA "A0"
"C1711391.C0027651.101" "C1711391" "G/P" "C0027651" "C00-D48.9" "D00" NA "A2"
"C1711391.C0027651.102" "C1711391" "G/P" "C0027651" "C00-D48.9" "D01" NA "A2"
"C1711391.C0027651.103" "C1711391" "G/P" "C0027651" "C00-D48.9" "D02" NA "A2"
"C1711391.C0027651.104" "C1711391" "G/P" "C0027651" "C00-D48.9" "D03" 64 NA
"C1711391.C0027651.105" "C1711391" "G/P" "C0027651" "C00-D48.9" "D04" 65 NA
"C1711391.C0027651.106" "C1711391" "G/P" "C0027651" "C00-D48.9" "D05" 54 NA
"C1711391.C0027651.107" "C1711391" "G/P" "C0027651" "C00-D48.9" "D06" 55 NA
"C1711391.C0027651.108" "C1711391" "G/P" "C0027651" "C00-D48.9" "D07" NA "A2"
"C1711391.C0027651.109" "C1711391" "G/P" "C0027651" "C00-D48.9" "D08" NA "A0"
"C1711391.C0027651.110" "C1711391" "G/P" "C0027651" "C00-D48.9" "D09" NA "Pinf1"
"C1711391.C0027651.111" "C1711391" "G/P" "C0027651" "C00-D48.9" "D10" NA "A0"
"C1711391.C0027651.112" "C1711391" "G/P" "C0027651" "C00-D48.9" "D11" NA "A0"
"C1711391.C0027651.113" "C1711391" "G/P" "C0027651" "C00-D48.9" "D12" NA "A0"
"C1711391.C0027651.114" "C1711391" "G/P" "C0027651" "C00-D48.9" "D13" NA "A0"
"C1711391.C0027651.115" "C1711391" "G/P" "C0027651" "C00-D48.9" "D14" NA "A0"
"C1711391.C0027651.116" "C1711391" "G/P" "C0027651" "C00-D48.9" "D15" NA "A0"
"C1711391.C0027651.117" "C1711391" "G/P" "C0027651" "C00-D48.9" "D16" NA "A0"
"C1711391.C0027651.118" "C1711391" "G/P" "C0027651" "C00-D48.9" "D17" NA "A0"
"C1711391.C0027651.119" "C1711391" "G/P" "C0027651" "C00-D48.9" "D18" NA "A0"
"C1711391.C0027651.120" "C1711391" "G/P" "C0027651" "C00-D48.9" "D19" NA "A0"
"C1711391.C0027651.121" "C1711391" "G/P" "C0027651" "C00-D48.9" "D20" NA "A0"
"C1711391.C0027651.122" "C1711391" "G/P" "C0027651" "C00-D48.9" "D21" NA "A0"
"C1711391.C0027651.123" "C1711391" "G/P" "C0027651" "C00-D48.9" "D22" NA "A0"
"C1711391.C0027651.124" "C1711391" "G/P" "C0027651" "C00-D48.9" "D23" NA "A0"
"C1711391.C0027651.125" "C1711391" "G/P" "C0027651" "C00-D48.9" "D24" NA "A0"
"C1711391.C0027651.126" "C1711391" "G/P" "C0027651" "C00-D48.9" "D25" 125 NA
"C1711391.C0027651.127" "C1711391" "G/P" "C0027651" "C00-D48.9" "D26" NA "A0"
"C1711391.C0027651.128" "C1711391" "G/P" "C0027651" "C00-D48.9" "D27" NA "A0"
"C1711391.C0027651.129" "C1711391" "G/P" "C0027651" "C00-D48.9" "D28" NA "A0"
"C1711391.C0027651.130" "C1711391" "G/P" "C0027651" "C00-D48.9" "D29" NA "A0"
"C1711391.C0027651.131" "C1711391" "G/P" "C0027651" "C00-D48.9" "D30" NA "A0"
"C1711391.C0027651.132" "C1711391" "G/P" "C0027651" "C00-D48.9" "D31" NA "A0"
"C1711391.C0027651.133" "C1711391" "G/P" "C0027651" "C00-D48.9" "D32" NA "A0"
"C1711391.C0027651.134" "C1711391" "G/P" "C0027651" "C00-D48.9" "D33" NA "A0"
"C1711391.C0027651.135" "C1711391" "G/P" "C0027651" "C00-D48.9" "D34" NA "A0"
"C1711391.C0027651.136" "C1711391" "G/P" "C0027651" "C00-D48.9" "D35" NA "A0"
"C1711391.C0027651.137" "C1711391" "G/P" "C0027651" "C00-D48.9" "D36" NA "A0"
"C1711391.C0027651.138" "C1711391" "G/P" "C0027651" "C00-D48.9" "D37" NA "A2"
"C1711391.C0027651.139" "C1711391" "G/P" "C0027651" "C00-D48.9" "D38" NA "A2"
"C1711391.C0027651.140" "C1711391" "G/P" "C0027651" "C00-D48.9" "D39" NA "A2"
"C1711391.C0027651.141" "C1711391" "G/P" "C0027651" "C00-D48.9" "D40" NA "A2"
"C1711391.C0027651.142" "C1711391" "G/P" "C0027651" "C00-D48.9" "D41" NA "A2"
"C1711391.C0027651.143" "C1711391" "G/P" "C0027651" "C00-D48.9" "D42" 70 NA
"C1711391.C0027651.144" "C1711391" "G/P" "C0027651" "C00-D48.9" "D43" 70 NA
"C1711391.C0027651.145" "C1711391" "G/P" "C0027651" "C00-D48.9" "D44" NA "A2"
"C1711391.C0027651.146" "C1711391" "G/P" "C0027651" "C00-D48.9" "D45" NA "A0"
"C1711391.C0027651.147" "C1711391" "G/P" "C0027651" "C00-D48.9" "D46" NA "A0"
"C1711391.C0027651.148" "C1711391" "G/P" "C0027651" "C00-D48.9" "D47" NA "A0"
"C1711391.C0027651.149" "C1711391" "G/P" "C0027651" "C00-D48.9" "D48.0" NA "B2.1"
"C1711391.C0027651.150" "C1711391" "G/P" "C0027651" "C00-D48.9" "D48.1" NA "B2.1"
"C1711391.C0027651.151" "C1711391" "G/P" "C0027651" "C00-D48.9" "D48.2" NA "B2.1"
"C1711391.C0027651.152" "C1711391" "G/P" "C0027651" "C00-D48.9" "D48.3" NA "B2.1"
"C1711391.C0027651.153" "C1711391" "G/P" "C0027651" "C00-D48.9" "D48.4" NA "B2.1"
"C1711391.C0027651.154" "C1711391" "G/P" "C0027651" "C00-D48.9" "D48.5" 64 NA
"C1711391.C0027651.155" "C1711391" "G/P" "C0027651" "C00-D48.9" "D48.6" 54 NA
"C1711391.C0027651.156" "C1711391" "G/P" "C0027651" "C00-D48.9" "D48.7" NA "B2.1"
"C1711391.C0027651.157" "C1711391" "G/P" "C0027651" "C00-D48.9" "D48.8" NA "B2.1"
"C1711391.C0027651.158" "C1711391" "G/P" "C0027651" "C00-D48.9" "D48.9" NA "B2.1"
"C1711391.C2239176" "C1711391" "G/P" "C2239176" "C22.0" "C22.0" 51 NA
"C1846718" "C1846718" "No_target_concept_mapped_to" NA NA NA NA NA
"C2983009.C0153574.1" "C2983009" "G/P" "C0153574" "C54" "C54" 56 NA
"C2983009.C0153574.2" "C2983009" "G/P" "C0153574" "C54.9" "C54.9" 56 NA
"C3642433" "C3642433" "G/P" "C0153567" "C55" "C55" NA "A0"
"C3665377.C0153392.1" "C3665377" "A" "C0153392" "C11" "C11" 60 NA
"C3665377.C0153392.2" "C3665377" "A" "C0153392" "C11.9" "C11.9" 60 NA
