"CUIinp" "Map_type" "CUIout" "ICDgn" "ICD" "GBD" "Pbs"
"102" "C0042373" "manuel_jdz4" NA NA NA 84 NA
"103" "C0042373" "manuel_jdz4" NA NA NA 79 NA
"104" "C0042373" "manuel_jdz4" NA NA NA 77 NA
"105" "C0042373" "manuel_jdz4" NA NA NA 83 NA
"106" "C0042373" "manuel_jdz4" NA NA NA 76 NA
"107" "C0600518" "manuel_jdz4" NA NA NA 0 NA
"108" "C0867389" "manuel_jdz4" NA NA NA 164 NA
"109" "C1609535" "manuel_jdz4" NA NA NA 0 NA
"110" "C1512441" "manuel_jdz4" NA NA NA 0 NA
"111" "C0013312" "manuel_jdz4" NA NA NA 0 NA
"112" "C0730285" "manuel_jdz4" NA NA NA 118 NA
"113" "C1521461" "manuel_jdz4" NA NA NA 0 NA
"114" "C0877445" "manuel_jdz4" NA NA NA 0 NA
"115" "C3495559" "manuel_jdz4" NA NA NA 0 NA
"116" "C0398650" "manuel_jdz4" NA NA NA 0 NA
"117" "C0035328" "manuel_jdz4" NA NA NA 78 NA
"118" "C0028043" "manuel_jdz4" NA NA NA 0 NA
"119" "C1883018" "manuel_jdz4" NA NA NA 0 NA
"120" "C0268575" "manuel_jdz4" NA NA NA 0 NA
"121" "C0280334" "manuel_jdz4" NA NA NA 61 NA
